batter,againstTeam,batsman_run
A Ashish Reddy,Chennai Super Kings,3
A Ashish Reddy,Delhi Daredevils,4
A Ashish Reddy,Kings XI Punjab,3
A Ashish Reddy,Pune Warriors,1
A Ashish Reddy,Rajasthan Royals,3
A Ashish Reddy,Royal Challengers Bangalore,2
A Badoni,Delhi Capitals,1
A Badoni,Gujarat Titans,5
A Badoni,Royal Challengers Bangalore,2
A Badoni,Sunrisers Hyderabad,3
A Chopra,Deccan Chargers,5
A Chopra,Delhi Daredevils,2
A Choudhary,Gujarat Lions,1
A Flintoff,Delhi Daredevils,1
A Flintoff,Mumbai Indians,2
A Flintoff,Royal Challengers Bangalore,2
A Kumble,Kings XI Punjab,1
A Kumble,Mumbai Indians,1
A Kumble,Rajasthan Royals,1
A Manohar,Chennai Super Kings,2
A Manohar,Lucknow Super Giants,3
A Manohar,Rajasthan Royals,4
A Manohar,Sunrisers Hyderabad,5
A Mishra,Chennai Super Kings,6
A Mishra,Delhi Daredevils,2
A Mishra,Gujarat Lions,2
A Mishra,Kings XI Punjab,1
A Mishra,Kolkata Knight Riders,4
A Mishra,Mumbai Indians,9
A Mishra,Pune Warriors,3
A Mishra,Rajasthan Royals,2
A Mithun,Chennai Super Kings,2
A Mithun,Delhi Daredevils,1
A Mithun,Kings XI Punjab,1
A Mukund,Rajasthan Royals,1
A Nehra,Deccan Chargers,2
A Nehra,Rajasthan Royals,1
A Tomar,Lucknow Super Giants,1
A Zampa,Delhi Daredevils,1
AA Bilakhia,Chennai Super Kings,1
AA Bilakhia,Delhi Daredevils,2
AA Bilakhia,Royal Challengers Bangalore,2
AA Chavan,Delhi Daredevils,1
AA Chavan,Mumbai Indians,1
AA Jhunjhunwala,Chennai Super Kings,2
AA Jhunjhunwala,Deccan Chargers,1
AA Jhunjhunwala,Delhi Daredevils,6
AA Jhunjhunwala,Kolkata Knight Riders,5
AA Jhunjhunwala,Mumbai Indians,3
AA Jhunjhunwala,Royal Challengers Bangalore,2
AA Noffke,Kolkata Knight Riders,1
AB Agarkar,Chennai Super Kings,3
AB Agarkar,Deccan Chargers,1
AB Agarkar,Delhi Daredevils,4
AB Agarkar,Mumbai Indians,3
AB Agarkar,Rajasthan Royals,2
AB Barath,Deccan Chargers,1
AB Barath,Mumbai Indians,4
AB Dinda,Delhi Daredevils,1
AB Dinda,Royal Challengers Bangalore,1
AB McDonald,Delhi Daredevils,4
AB McDonald,Kings XI Punjab,2
AB McDonald,Rajasthan Royals,2
AB McDonald,Royal Challengers Bangalore,1
AB de Villiers,Chennai Super Kings,42
AB de Villiers,Deccan Chargers,12
AB de Villiers,Delhi Capitals,9
AB de Villiers,Delhi Daredevils,40
AB de Villiers,Gujarat Lions,17
AB de Villiers,Kings XI Punjab,47
AB de Villiers,Kochi Tuskers Kerala,1
AB de Villiers,Kolkata Knight Riders,46
AB de Villiers,Mumbai Indians,72
AB de Villiers,Pune Warriors,12
AB de Villiers,Punjab Kings,1
AB de Villiers,Rajasthan Royals,55
AB de Villiers,Rising Pune Supergiants,7
AB de Villiers,Royal Challengers Bangalore,7
AB de Villiers,Sunrisers Hyderabad,46
AC Blizzard,Delhi Daredevils,8
AC Blizzard,Kings XI Punjab,3
AC Blizzard,Kolkata Knight Riders,7
AC Blizzard,Pune Warriors,1
AC Blizzard,Royal Challengers Bangalore,2
AC Gilchrist,Chennai Super Kings,31
AC Gilchrist,Deccan Chargers,11
AC Gilchrist,Delhi Daredevils,44
AC Gilchrist,Kings XI Punjab,19
AC Gilchrist,Kochi Tuskers Kerala,1
AC Gilchrist,Kolkata Knight Riders,29
AC Gilchrist,Mumbai Indians,20
AC Gilchrist,Pune Warriors,7
AC Gilchrist,Rajasthan Royals,33
AC Gilchrist,Royal Challengers Bangalore,36
AC Gilchrist,Sunrisers Hyderabad,8
AC Thomas,Royal Challengers Bangalore,1
AC Voges,Chennai Super Kings,1
AC Voges,Delhi Daredevils,1
AC Voges,Kings XI Punjab,5
AC Voges,Kolkata Knight Riders,3
AC Voges,Mumbai Indians,2
AC Voges,Royal Challengers Bangalore,3
AD Hales,Delhi Daredevils,6
AD Hales,Rajasthan Royals,4
AD Hales,Royal Challengers Bangalore,3
AD Mascarenhas,Chennai Super Kings,1
AD Mascarenhas,Kings XI Punjab,1
AD Mascarenhas,Kolkata Knight Riders,3
AD Mathews,Chennai Super Kings,4
AD Mathews,Deccan Chargers,5
AD Mathews,Delhi Daredevils,7
AD Mathews,Kings XI Punjab,8
AD Mathews,Kolkata Knight Riders,3
AD Mathews,Mumbai Indians,3
AD Mathews,Rajasthan Royals,8
AD Mathews,Royal Challengers Bangalore,2
AD Mathews,Sunrisers Hyderabad,4
AD Nath,Chennai Super Kings,1
AD Nath,Delhi Capitals,4
AD Nath,Mumbai Indians,1
AD Nath,Rajasthan Royals,1
AD Russell,Chennai Super Kings,18
AD Russell,Delhi Capitals,14
AD Russell,Delhi Daredevils,6
AD Russell,Gujarat Titans,1
AD Russell,Kings XI Punjab,25
AD Russell,Lucknow Super Giants,3
AD Russell,Mumbai Indians,16
AD Russell,Punjab Kings,4
AD Russell,Rajasthan Royals,10
AD Russell,Royal Challengers Bangalore,26
AD Russell,Sunrisers Hyderabad,15
AG Murtaza,Royal Challengers Bangalore,1
AG Paunikar,Deccan Chargers,4
AG Paunikar,Delhi Daredevils,1
AG Paunikar,Kolkata Knight Riders,4
AJ Finch,Chennai Super Kings,21
AJ Finch,Delhi Capitals,1
AJ Finch,Delhi Daredevils,27
AJ Finch,Kings XI Punjab,30
AJ Finch,Kolkata Knight Riders,24
AJ Finch,Lucknow Super Giants,1
AJ Finch,Mumbai Indians,30
AJ Finch,Pune Warriors,1
AJ Finch,Rajasthan Royals,28
AJ Finch,Rising Pune Supergiants,11
AJ Finch,Royal Challengers Bangalore,22
AJ Finch,Sunrisers Hyderabad,18
AJ Tye,Kings XI Punjab,2
AJ Tye,Kolkata Knight Riders,1
AJ Tye,Mumbai Indians,2
AJ Tye,Sunrisers Hyderabad,1
AK Markram,Delhi Capitals,4
AK Markram,Gujarat Titans,3
AK Markram,Kolkata Knight Riders,6
AK Markram,Mumbai Indians,6
AK Markram,Punjab Kings,6
AK Markram,Rajasthan Royals,7
AK Markram,Royal Challengers Bangalore,3
AK Markram,Sunrisers Hyderabad,2
AL Menaria,Chennai Super Kings,3
AL Menaria,Deccan Chargers,2
AL Menaria,Kings XI Punjab,3
AL Menaria,Kochi Tuskers Kerala,3
AL Menaria,Kolkata Knight Riders,7
AL Menaria,Mumbai Indians,4
AL Menaria,Pune Warriors,1
AL Menaria,Royal Challengers Bangalore,1
AM Nayar,Chennai Super Kings,11
AM Nayar,Deccan Chargers,6
AM Nayar,Delhi Daredevils,4
AM Nayar,Kings XI Punjab,7
AM Nayar,Kolkata Knight Riders,1
AM Nayar,Mumbai Indians,2
AM Nayar,Pune Warriors,4
AM Nayar,Rajasthan Royals,8
AM Nayar,Royal Challengers Bangalore,9
AM Nayar,Sunrisers Hyderabad,3
AM Rahane,Chennai Super Kings,38
AM Rahane,Deccan Chargers,6
AM Rahane,Delhi Capitals,12
AM Rahane,Delhi Daredevils,70
AM Rahane,Gujarat Lions,10
AM Rahane,Kings XI Punjab,47
AM Rahane,Kochi Tuskers Kerala,1
AM Rahane,Kolkata Knight Riders,47
AM Rahane,Mumbai Indians,70
AM Rahane,Pune Warriors,18
AM Rahane,Punjab Kings,3
AM Rahane,Rajasthan Royals,1
AM Rahane,Royal Challengers Bangalore,73
AM Rahane,Sunrisers Hyderabad,35
AN Ahmed,Chennai Super Kings,1
AN Ahmed,Kolkata Knight Riders,1
AN Ahmed,Royal Challengers Bangalore,1
AN Ahmed,Sunrisers Hyderabad,1
AN Ghosh,Royal Challengers Bangalore,1
AP Dole,Deccan Chargers,1
AP Dole,Mumbai Indians,2
AP Majumdar,Rajasthan Royals,3
AP Majumdar,Royal Challengers Bangalore,4
AP Tare,Chennai Super Kings,7
AP Tare,Delhi Daredevils,4
AP Tare,Kings XI Punjab,3
AP Tare,Kolkata Knight Riders,3
AP Tare,Rajasthan Royals,14
AP Tare,Rising Pune Supergiants,1
AP Tare,Royal Challengers Bangalore,7
AP Tare,Sunrisers Hyderabad,1
AR Bawne,Kolkata Knight Riders,1
AR Patel,Chennai Super Kings,5
AR Patel,Delhi Daredevils,7
AR Patel,Gujarat Lions,3
AR Patel,Gujarat Titans,2
AR Patel,Kolkata Knight Riders,7
AR Patel,Lucknow Super Giants,1
AR Patel,Mumbai Indians,9
AR Patel,Punjab Kings,2
AR Patel,Rajasthan Royals,7
AR Patel,Rising Pune Supergiants,2
AR Patel,Royal Challengers Bangalore,15
AR Patel,Sunrisers Hyderabad,7
AS Joseph,Kings XI Punjab,2
AS Rajpoot,Mumbai Indians,1
AS Rajpoot,Sunrisers Hyderabad,1
AS Raut,Chennai Super Kings,1
AS Raut,Deccan Chargers,4
AS Raut,Kings XI Punjab,3
AS Raut,Kolkata Knight Riders,2
AS Raut,Royal Challengers Bangalore,3
AS Yadav,Delhi Daredevils,2
AS Yadav,Rajasthan Royals,3
AT Rayudu,Chennai Super Kings,18
AT Rayudu,Deccan Chargers,9
AT Rayudu,Delhi Capitals,13
AT Rayudu,Delhi Daredevils,41
AT Rayudu,Gujarat Titans,4
AT Rayudu,Kings XI Punjab,40
AT Rayudu,Kochi Tuskers Kerala,3
AT Rayudu,Kolkata Knight Riders,42
AT Rayudu,Lucknow Super Giants,2
AT Rayudu,Mumbai Indians,23
AT Rayudu,Pune Warriors,8
AT Rayudu,Punjab Kings,9
AT Rayudu,Rajasthan Royals,28
AT Rayudu,Rising Pune Supergiants,4
AT Rayudu,Royal Challengers Bangalore,55
AT Rayudu,Sunrisers Hyderabad,50
AUK Pathan,Chennai Super Kings,2
AUK Pathan,Kochi Tuskers Kerala,3
Abdul Samad,Chennai Super Kings,1
Abdul Samad,Delhi Capitals,5
Abdul Samad,Kings XI Punjab,2
Abdul Samad,Kolkata Knight Riders,2
Abdul Samad,Mumbai Indians,2
Abhishek Sharma,Chennai Super Kings,15
Abhishek Sharma,Delhi Capitals,1
Abhishek Sharma,Gujarat Titans,12
Abhishek Sharma,Kings XI Punjab,2
Abhishek Sharma,Kolkata Knight Riders,4
Abhishek Sharma,Lucknow Super Giants,2
Abhishek Sharma,Mumbai Indians,5
Abhishek Sharma,Punjab Kings,8
Abhishek Sharma,Rajasthan Royals,2
Abhishek Sharma,Royal Challengers Bangalore,13
Aman Hakim Khan,Sunrisers Hyderabad,1
Anirudh Singh,Kolkata Knight Riders,1
Anirudh Singh,Rajasthan Royals,1
Anirudh Singh,Royal Challengers Bangalore,4
Ankit Sharma,Chennai Super Kings,4
Ankit Sharma,Gujarat Lions,2
Ankit Sharma,Royal Challengers Bangalore,1
Anmolpreet Singh,Chennai Super Kings,2
Anmolpreet Singh,Rajasthan Royals,1
Anuj Rawat,Chennai Super Kings,1
Anuj Rawat,Lucknow Super Giants,1
Anuj Rawat,Mumbai Indians,2
Anuj Rawat,Punjab Kings,2
Anuj Rawat,Rajasthan Royals,4
Anureet Singh,Sunrisers Hyderabad,2
Arshdeep Singh,Delhi Capitals,2
Arshdeep Singh,Gujarat Titans,1
Avesh Khan,Kings XI Punjab,1
Avesh Khan,Kolkata Knight Riders,1
Azhar Mahmood,Chennai Super Kings,2
Azhar Mahmood,Deccan Chargers,4
Azhar Mahmood,Delhi Daredevils,6
Azhar Mahmood,Mumbai Indians,9
Azhar Mahmood,Rajasthan Royals,6
Azhar Mahmood,Royal Challengers Bangalore,11
Azhar Mahmood,Sunrisers Hyderabad,1
B Akhil,Chennai Super Kings,1
B Akhil,Deccan Chargers,2
B Akhil,Mumbai Indians,1
B Akhil,Rajasthan Royals,1
B Chipli,Chennai Super Kings,1
B Chipli,Deccan Chargers,2
B Chipli,Delhi Daredevils,3
B Chipli,Kings XI Punjab,2
B Chipli,Kolkata Knight Riders,8
B Chipli,Mumbai Indians,2
B Chipli,Pune Warriors,4
B Chipli,Rajasthan Royals,1
B Chipli,Royal Challengers Bangalore,5
B Indrajith,Rajasthan Royals,2
B Kumar,Chennai Super Kings,1
B Kumar,Deccan Chargers,1
B Kumar,Delhi Capitals,2
B Kumar,Delhi Daredevils,2
B Kumar,Kings XI Punjab,1
B Kumar,Kolkata Knight Riders,6
B Kumar,Mumbai Indians,2
B Kumar,Rajasthan Royals,2
B Kumar,Rising Pune Supergiants,3
B Kumar,Royal Challengers Bangalore,3
B Lee,Chennai Super Kings,1
B Lee,Kolkata Knight Riders,1
B Lee,Mumbai Indians,3
B Lee,Rajasthan Royals,3
B Sai Sudharsan,Mumbai Indians,1
B Sai Sudharsan,Punjab Kings,9
B Sai Sudharsan,Royal Challengers Bangalore,2
B Sai Sudharsan,Sunrisers Hyderabad,2
B Stanlake,Mumbai Indians,1
B Sumanth,Chennai Super Kings,2
B Sumanth,Kings XI Punjab,1
BA Stokes,Chennai Super Kings,9
BA Stokes,Delhi Capitals,7
BA Stokes,Delhi Daredevils,4
BA Stokes,Gujarat Lions,9
BA Stokes,Kings XI Punjab,11
BA Stokes,Kolkata Knight Riders,5
BA Stokes,Mumbai Indians,22
BA Stokes,Royal Challengers Bangalore,4
BA Stokes,Sunrisers Hyderabad,8
BB McCullum,Chennai Super Kings,26
BB McCullum,Deccan Chargers,3
BB McCullum,Delhi Daredevils,32
BB McCullum,Kings XI Punjab,24
BB McCullum,Kolkata Knight Riders,36
BB McCullum,Mumbai Indians,55
BB McCullum,Pune Warriors,10
BB McCullum,Rajasthan Royals,15
BB McCullum,Rising Pune Supergiants,18
BB McCullum,Royal Challengers Bangalore,55
BB McCullum,Sunrisers Hyderabad,19
BB Samantray,Kings XI Punjab,1
BB Samantray,Kolkata Knight Riders,1
BB Samantray,Pune Warriors,3
BB Samantray,Rajasthan Royals,8
BCJ Cutting,Delhi Daredevils,2
BCJ Cutting,Gujarat Lions,1
BCJ Cutting,Kolkata Knight Riders,2
BCJ Cutting,Mumbai Indians,4
BCJ Cutting,Rajasthan Royals,1
BCJ Cutting,Royal Challengers Bangalore,4
BCJ Cutting,Sunrisers Hyderabad,1
BJ Haddin,Royal Challengers Bangalore,2
BJ Hodge,Chennai Super Kings,12
BJ Hodge,Deccan Chargers,16
BJ Hodge,Delhi Daredevils,9
BJ Hodge,Kings XI Punjab,17
BJ Hodge,Kolkata Knight Riders,13
BJ Hodge,Mumbai Indians,21
BJ Hodge,Pune Warriors,5
BJ Hodge,Rajasthan Royals,9
BJ Hodge,Royal Challengers Bangalore,17
BJ Hodge,Sunrisers Hyderabad,3
BJ Rohrer,Kings XI Punjab,4
BJ Rohrer,Pune Warriors,2
BJ Rohrer,Rajasthan Royals,9
BJ Rohrer,Royal Challengers Bangalore,6
BR Dunk,Kings XI Punjab,1
BR Dunk,Royal Challengers Bangalore,2
BR Dunk,Sunrisers Hyderabad,4
Basil Thampi,Kings XI Punjab,1
Bipul Sharma,Chennai Super Kings,1
Bipul Sharma,Deccan Chargers,1
Bipul Sharma,Kolkata Knight Riders,3
Bipul Sharma,Pune Warriors,3
Bipul Sharma,Rajasthan Royals,2
Bipul Sharma,Royal Challengers Bangalore,1
C Madan,Delhi Daredevils,3
C Munro,Chennai Super Kings,7
C Munro,Kolkata Knight Riders,4
C Munro,Sunrisers Hyderabad,8
C Sakariya,Mumbai Indians,1
C Sakariya,Punjab Kings,1
C de Grandhomme,Chennai Super Kings,3
C de Grandhomme,Kings XI Punjab,1
C de Grandhomme,Mumbai Indians,4
C de Grandhomme,Rising Pune Supergiants,3
C de Grandhomme,Royal Challengers Bangalore,1
C de Grandhomme,Sunrisers Hyderabad,6
CA Ingram,Chennai Super Kings,1
CA Ingram,Kings XI Punjab,8
CA Ingram,Kolkata Knight Riders,2
CA Ingram,Mumbai Indians,7
CA Ingram,Pune Warriors,1
CA Ingram,Royal Challengers Bangalore,3
CA Lynn,Chennai Super Kings,11
CA Lynn,Delhi Capitals,3
CA Lynn,Delhi Daredevils,5
CA Lynn,Gujarat Lions,6
CA Lynn,Kings XI Punjab,25
CA Lynn,Mumbai Indians,23
CA Lynn,Rajasthan Royals,14
CA Lynn,Royal Challengers Bangalore,24
CA Lynn,Sunrisers Hyderabad,21
CA Pujara,Chennai Super Kings,2
CA Pujara,Deccan Chargers,9
CA Pujara,Delhi Daredevils,4
CA Pujara,Kings XI Punjab,11
CA Pujara,Kolkata Knight Riders,1
CA Pujara,Mumbai Indians,4
CA Pujara,Rajasthan Royals,12
CA Pujara,Royal Challengers Bangalore,1
CA Pujara,Sunrisers Hyderabad,6
CH Gayle,Chennai Super Kings,24
CH Gayle,Deccan Chargers,6
CH Gayle,Delhi Capitals,10
CH Gayle,Delhi Daredevils,30
CH Gayle,Gujarat Lions,9
CH Gayle,Kings XI Punjab,63
CH Gayle,Kochi Tuskers Kerala,3
CH Gayle,Kolkata Knight Riders,55
CH Gayle,Mumbai Indians,62
CH Gayle,Pune Warriors,26
CH Gayle,Rajasthan Royals,55
CH Gayle,Royal Challengers Bangalore,37
CH Gayle,Sunrisers Hyderabad,28
CH Morris,Delhi Daredevils,1
CH Morris,Gujarat Lions,4
CH Morris,Kings XI Punjab,3
CH Morris,Kolkata Knight Riders,6
CH Morris,Mumbai Indians,8
CH Morris,Rajasthan Royals,2
CH Morris,Rising Pune Supergiants,8
CH Morris,Royal Challengers Bangalore,5
CH Morris,Sunrisers Hyderabad,4
CJ Anderson,Chennai Super Kings,5
CJ Anderson,Delhi Daredevils,2
CJ Anderson,Gujarat Lions,1
CJ Anderson,Kings XI Punjab,7
CJ Anderson,Kolkata Knight Riders,5
CJ Anderson,Mumbai Indians,2
CJ Anderson,Rajasthan Royals,14
CJ Anderson,Royal Challengers Bangalore,2
CJ Anderson,Sunrisers Hyderabad,2
CJ Ferguson,Deccan Chargers,4
CJ Ferguson,Kolkata Knight Riders,2
CJ Ferguson,Mumbai Indians,1
CJ Ferguson,Rajasthan Royals,2
CJ Jordan,Kolkata Knight Riders,1
CJ Jordan,Mumbai Indians,2
CL White,Chennai Super Kings,14
CL White,Deccan Chargers,1
CL White,Delhi Daredevils,9
CL White,Kings XI Punjab,13
CL White,Kochi Tuskers Kerala,2
CL White,Kolkata Knight Riders,8
CL White,Mumbai Indians,7
CL White,Pune Warriors,10
CL White,Rajasthan Royals,6
CL White,Royal Challengers Bangalore,6
CM Gautam,Chennai Super Kings,3
CM Gautam,Delhi Daredevils,3
CM Gautam,Kings XI Punjab,4
CM Gautam,Kolkata Knight Riders,2
CM Gautam,Pune Warriors,2
CM Gautam,Royal Challengers Bangalore,2
CM Gautam,Sunrisers Hyderabad,1
CR Brathwaite,Chennai Super Kings,1
CR Brathwaite,Gujarat Lions,2
CR Brathwaite,Kings XI Punjab,1
CR Brathwaite,Kolkata Knight Riders,3
CR Brathwaite,Rajasthan Royals,1
CR Brathwaite,Sunrisers Hyderabad,2
CR Woakes,Kolkata Knight Riders,1
CR Woakes,Rajasthan Royals,2
CR Woakes,Royal Challengers Bangalore,3
CR Woakes,Sunrisers Hyderabad,1
CV Varun,Royal Challengers Bangalore,2
D Brevis,Delhi Capitals,1
D Brevis,Kolkata Knight Riders,2
D Brevis,Lucknow Super Giants,6
D Brevis,Punjab Kings,4
D Brevis,Royal Challengers Bangalore,1
D Padikkal,Chennai Super Kings,13
D Padikkal,Delhi Capitals,21
D Padikkal,Gujarat Titans,2
D Padikkal,Kings XI Punjab,1
D Padikkal,Kolkata Knight Riders,17
D Padikkal,Lucknow Super Giants,10
D Padikkal,Mumbai Indians,21
D Padikkal,Punjab Kings,7
D Padikkal,Rajasthan Royals,23
D Padikkal,Royal Challengers Bangalore,2
D Padikkal,Sunrisers Hyderabad,19
D Pretorius,Mumbai Indians,2
D Pretorius,Royal Challengers Bangalore,1
D Salunkhe,Delhi Daredevils,4
D Salunkhe,Kings XI Punjab,1
D Wiese,Chennai Super Kings,4
D Wiese,Mumbai Indians,6
D Wiese,Rajasthan Royals,2
DA Miller,Chennai Super Kings,32
DA Miller,Deccan Chargers,3
DA Miller,Delhi Capitals,14
DA Miller,Delhi Daredevils,19
DA Miller,Gujarat Lions,3
DA Miller,Kolkata Knight Riders,18
DA Miller,Lucknow Super Giants,2
DA Miller,Mumbai Indians,16
DA Miller,Pune Warriors,5
DA Miller,Punjab Kings,1
DA Miller,Rajasthan Royals,17
DA Miller,Rising Pune Supergiants,2
DA Miller,Royal Challengers Bangalore,27
DA Miller,Sunrisers Hyderabad,10
DA Warner,Chennai Super Kings,55
DA Warner,Deccan Chargers,20
DA Warner,Delhi Capitals,14
DA Warner,Delhi Daredevils,27
DA Warner,Gujarat Lions,36
DA Warner,Kings XI Punjab,93
DA Warner,Kochi Tuskers Kerala,2
DA Warner,Kolkata Knight Riders,100
DA Warner,Mumbai Indians,64
DA Warner,Pune Warriors,11
DA Warner,Punjab Kings,13
DA Warner,Rajasthan Royals,49
DA Warner,Rising Pune Supergiants,7
DA Warner,Royal Challengers Bangalore,74
DA Warner,Sunrisers Hyderabad,12
DAJ Bracewell,Royal Challengers Bangalore,1
DB Das,Chennai Super Kings,5
DB Das,Deccan Chargers,1
DB Das,Delhi Daredevils,1
DB Das,Kings XI Punjab,4
DB Das,Mumbai Indians,9
DB Das,Pune Warriors,1
DB Das,Rajasthan Royals,2
DB Ravi Teja,Chennai Super Kings,4
DB Ravi Teja,Delhi Daredevils,3
DB Ravi Teja,Kings XI Punjab,7
DB Ravi Teja,Kochi Tuskers Kerala,1
DB Ravi Teja,Kolkata Knight Riders,6
DB Ravi Teja,Mumbai Indians,4
DB Ravi Teja,Pune Warriors,4
DB Ravi Teja,Rajasthan Royals,4
DB Ravi Teja,Royal Challengers Bangalore,2
DE Bollinger,Delhi Daredevils,1
DH Yagnik,Chennai Super Kings,3
DH Yagnik,Deccan Chargers,2
DH Yagnik,Kings XI Punjab,1
DH Yagnik,Kolkata Knight Riders,3
DH Yagnik,Mumbai Indians,11
DH Yagnik,Pune Warriors,2
DH Yagnik,Royal Challengers Bangalore,1
DJ Bravo,Chennai Super Kings,4
DJ Bravo,Deccan Chargers,10
DJ Bravo,Delhi Capitals,1
DJ Bravo,Delhi Daredevils,7
DJ Bravo,Kings XI Punjab,14
DJ Bravo,Kolkata Knight Riders,14
DJ Bravo,Mumbai Indians,23
DJ Bravo,Pune Warriors,1
DJ Bravo,Punjab Kings,1
DJ Bravo,Rajasthan Royals,24
DJ Bravo,Rising Pune Supergiants,4
DJ Bravo,Royal Challengers Bangalore,8
DJ Bravo,Sunrisers Hyderabad,9
DJ Harris,Chennai Super Kings,3
DJ Harris,Delhi Daredevils,4
DJ Harris,Kings XI Punjab,2
DJ Harris,Royal Challengers Bangalore,2
DJ Hooda,Chennai Super Kings,8
DJ Hooda,Delhi Capitals,8
DJ Hooda,Delhi Daredevils,4
DJ Hooda,Gujarat Lions,2
DJ Hooda,Gujarat Titans,9
DJ Hooda,Kings XI Punjab,8
DJ Hooda,Kolkata Knight Riders,5
DJ Hooda,Mumbai Indians,9
DJ Hooda,Punjab Kings,1
DJ Hooda,Rajasthan Royals,12
DJ Hooda,Rising Pune Supergiants,2
DJ Hooda,Royal Challengers Bangalore,3
DJ Hooda,Sunrisers Hyderabad,6
DJ Hussey,Chennai Super Kings,8
DJ Hussey,Deccan Chargers,13
DJ Hussey,Delhi Daredevils,8
DJ Hussey,Kings XI Punjab,7
DJ Hussey,Kochi Tuskers Kerala,2
DJ Hussey,Kolkata Knight Riders,3
DJ Hussey,Mumbai Indians,17
DJ Hussey,Pune Warriors,1
DJ Hussey,Rajasthan Royals,12
DJ Hussey,Royal Challengers Bangalore,13
DJ Hussey,Sunrisers Hyderabad,6
DJ Jacobs,Deccan Chargers,5
DJ Jacobs,Kings XI Punjab,2
DJ Jacobs,Kochi Tuskers Kerala,1
DJ Jacobs,Royal Challengers Bangalore,2
DJ Malan,Delhi Capitals,1
DJ Mitchell,Mumbai Indians,1
DJ Thornely,Delhi Daredevils,2
DJ Willey,Kolkata Knight Riders,3
DJG Sammy,Chennai Super Kings,4
DJG Sammy,Kolkata Knight Riders,1
DJG Sammy,Mumbai Indians,1
DJG Sammy,Rajasthan Royals,9
DJM Short,Delhi Daredevils,3
DJM Short,Kolkata Knight Riders,5
DJM Short,Mumbai Indians,1
DJM Short,Royal Challengers Bangalore,1
DJM Short,Sunrisers Hyderabad,1
DL Chahar,Kings XI Punjab,1
DL Chahar,Mumbai Indians,1
DL Vettori,Delhi Daredevils,1
DL Vettori,Kolkata Knight Riders,5
DL Vettori,Rajasthan Royals,3
DL Vettori,Royal Challengers Bangalore,2
DM Bravo,Rising Pune Supergiants,1
DNT Zoysa,Mumbai Indians,1
DP Conway,Delhi Capitals,8
DP Conway,Rajasthan Royals,1
DP Conway,Royal Challengers Bangalore,6
DP Conway,Sunrisers Hyderabad,8
DPMD Jayawardene,Chennai Super Kings,15
DPMD Jayawardene,Deccan Chargers,25
DPMD Jayawardene,Delhi Daredevils,13
DPMD Jayawardene,Kings XI Punjab,21
DPMD Jayawardene,Kolkata Knight Riders,50
DPMD Jayawardene,Mumbai Indians,35
DPMD Jayawardene,Pune Warriors,9
DPMD Jayawardene,Rajasthan Royals,15
DPMD Jayawardene,Royal Challengers Bangalore,15
DPMD Jayawardene,Sunrisers Hyderabad,2
DR Martyn,Royal Challengers Bangalore,1
DR Sams,Chennai Super Kings,1
DR Smith,Chennai Super Kings,19
DR Smith,Delhi Daredevils,34
DR Smith,Kings XI Punjab,25
DR Smith,Kolkata Knight Riders,21
DR Smith,Mumbai Indians,37
DR Smith,Rajasthan Royals,33
DR Smith,Rising Pune Supergiants,17
DR Smith,Royal Challengers Bangalore,26
DR Smith,Sunrisers Hyderabad,33
DS Kulkarni,Chennai Super Kings,2
DS Kulkarni,Kings XI Punjab,1
DS Kulkarni,Mumbai Indians,1
DS Kulkarni,Royal Challengers Bangalore,2
DS Kulkarni,Sunrisers Hyderabad,1
DS Lehmann,Kings XI Punjab,3
DT Christian,Chennai Super Kings,2
DT Christian,Delhi Daredevils,3
DT Christian,Gujarat Lions,1
DT Christian,Kings XI Punjab,5
DT Christian,Kolkata Knight Riders,2
DT Christian,Mumbai Indians,4
DT Christian,Pune Warriors,2
DT Christian,Rajasthan Royals,3
DT Christian,Sunrisers Hyderabad,1
DT Patil,Kings XI Punjab,1
DW Steyn,Chennai Super Kings,1
DW Steyn,Delhi Daredevils,2
DW Steyn,Kolkata Knight Riders,1
DW Steyn,Mumbai Indians,4
DW Steyn,Pune Warriors,2
DW Steyn,Rajasthan Royals,4
E Lewis,Chennai Super Kings,14
E Lewis,Delhi Daredevils,7
E Lewis,Gujarat Titans,2
E Lewis,Kolkata Knight Riders,9
E Lewis,Mumbai Indians,3
E Lewis,Punjab Kings,7
E Lewis,Rajasthan Royals,4
E Lewis,Royal Challengers Bangalore,11
E Lewis,Sunrisers Hyderabad,5
EJG Morgan,Chennai Super Kings,9
EJG Morgan,Delhi Capitals,3
EJG Morgan,Delhi Daredevils,10
EJG Morgan,Kings XI Punjab,25
EJG Morgan,Kochi Tuskers Kerala,9
EJG Morgan,Kolkata Knight Riders,3
EJG Morgan,Mumbai Indians,10
EJG Morgan,Pune Warriors,1
EJG Morgan,Punjab Kings,4
EJG Morgan,Rajasthan Royals,16
EJG Morgan,Rising Pune Supergiants,1
EJG Morgan,Royal Challengers Bangalore,7
EJG Morgan,Sunrisers Hyderabad,14
ER Dwivedi,Royal Challengers Bangalore,1
ER Dwivedi,Sunrisers Hyderabad,1
F Behardien,Rising Pune Supergiants,1
F Behardien,Royal Challengers Bangalore,1
F du Plessis,Chennai Super Kings,4
F du Plessis,Deccan Chargers,3
F du Plessis,Delhi Capitals,23
F du Plessis,Delhi Daredevils,14
F du Plessis,Gujarat Lions,5
