batter,againstTeam,batsman_run
JM Bairstow,Mumbai Indians,6
JM Bairstow,Punjab Kings,3
JM Bairstow,Rajasthan Royals,5
JM Bairstow,Royal Challengers Bangalore,16
JM Kemp,Deccan Chargers,1
JM Sharma,Chennai Super Kings,3
JM Sharma,Delhi Capitals,2
JM Sharma,Gujarat Titans,2
JM Sharma,Mumbai Indians,2
JM Sharma,Rajasthan Royals,2
JM Sharma,Sunrisers Hyderabad,1
JO Holder,Delhi Capitals,1
JO Holder,Gujarat Lions,1
JO Holder,Kolkata Knight Riders,3
JO Holder,Punjab Kings,6
JO Holder,Royal Challengers Bangalore,5
JO Holder,Sunrisers Hyderabad,1
JP Duminy,Chennai Super Kings,2
JP Duminy,Deccan Chargers,2
JP Duminy,Delhi Daredevils,4
JP Duminy,Gujarat Lions,1
JP Duminy,Kings XI Punjab,3
JP Duminy,Kolkata Knight Riders,12
JP Duminy,Mumbai Indians,14
JP Duminy,Pune Warriors,2
JP Duminy,Rajasthan Royals,14
JP Duminy,Royal Challengers Bangalore,21
JP Duminy,Sunrisers Hyderabad,4
JP Faulkner,Delhi Daredevils,3
JP Faulkner,Kings XI Punjab,8
JP Faulkner,Mumbai Indians,5
JP Faulkner,Pune Warriors,1
JP Faulkner,Royal Challengers Bangalore,3
JP Faulkner,Sunrisers Hyderabad,3
JPR Scantlebury-Searles,Kings XI Punjab,1
JR Hopes,Chennai Super Kings,4
JR Hopes,Deccan Chargers,1
JR Hopes,Kolkata Knight Riders,1
JR Hopes,Pune Warriors,1
JR Hopes,Rajasthan Royals,1
JR Hopes,Royal Challengers Bangalore,3
JR Philippe,Mumbai Indians,1
Joginder Sharma,Deccan Chargers,1
Joginder Sharma,Mumbai Indians,1
K Goel,Chennai Super Kings,1
K Goel,Delhi Daredevils,3
K Goel,Kolkata Knight Riders,1
K Goel,Mumbai Indians,2
K Goel,Rajasthan Royals,2
K Gowtham,Chennai Super Kings,3
K Gowtham,Delhi Capitals,1
K Gowtham,Delhi Daredevils,1
K Gowtham,Kings XI Punjab,1
K Gowtham,Kolkata Knight Riders,1
K Gowtham,Mumbai Indians,3
K Gowtham,Royal Challengers Bangalore,2
K Rabada,Delhi Capitals,1
K Rabada,Kolkata Knight Riders,1
K Rabada,Mumbai Indians,3
K Rabada,Sunrisers Hyderabad,1
K Upadhyay,Royal Challengers Bangalore,1
KA Jamieson,Chennai Super Kings,1
KA Jamieson,Kolkata Knight Riders,1
KA Jamieson,Punjab Kings,1
KA Pollard,Chennai Super Kings,44
KA Pollard,Deccan Chargers,4
KA Pollard,Delhi Capitals,1
KA Pollard,Delhi Daredevils,20
KA Pollard,Gujarat Lions,5
KA Pollard,Kings XI Punjab,39
KA Pollard,Kolkata Knight Riders,15
KA Pollard,Lucknow Super Giants,3
KA Pollard,Pune Warriors,3
KA Pollard,Punjab Kings,2
KA Pollard,Rajasthan Royals,20
KA Pollard,Rising Pune Supergiants,2
KA Pollard,Royal Challengers Bangalore,32
KA Pollard,Sunrisers Hyderabad,34
KB Arun Karthik,Mumbai Indians,1
KC Cariappa,Royal Challengers Bangalore,1
KC Cariappa,Sunrisers Hyderabad,1
KC Sangakkara,Chennai Super Kings,3
KC Sangakkara,Deccan Chargers,5
KC Sangakkara,Delhi Daredevils,2
KC Sangakkara,Kolkata Knight Riders,4
KC Sangakkara,Mumbai Indians,4
KC Sangakkara,Pune Warriors,3
KC Sangakkara,Rajasthan Royals,3
KC Sangakkara,Royal Challengers Bangalore,3
KD Karthik,Chennai Super Kings,18
KD Karthik,Deccan Chargers,7
KD Karthik,Delhi Capitals,8
KD Karthik,Delhi Daredevils,11
KD Karthik,Kings XI Punjab,14
KD Karthik,Kochi Tuskers Kerala,5
KD Karthik,Kolkata Knight Riders,9
KD Karthik,Lucknow Super Giants,2
KD Karthik,Mumbai Indians,10
KD Karthik,Pune Warriors,3
KD Karthik,Punjab Kings,3
KD Karthik,Rajasthan Royals,23
KD Karthik,Royal Challengers Bangalore,9
KD Karthik,Sunrisers Hyderabad,12
KH Pandya,Chennai Super Kings,5
KH Pandya,Delhi Capitals,4
KH Pandya,Delhi Daredevils,8
KH Pandya,Gujarat Lions,1
KH Pandya,Kings XI Punjab,6
KH Pandya,Kolkata Knight Riders,5
KH Pandya,Rajasthan Royals,4
KH Pandya,Rising Pune Supergiants,2
KH Pandya,Royal Challengers Bangalore,5
KH Pandya,Sunrisers Hyderabad,10
KJ Abbott,Kolkata Knight Riders,1
KK Cooper,Delhi Daredevils,3
KK Cooper,Kings XI Punjab,1
KK Cooper,Mumbai Indians,3
KK Cooper,Sunrisers Hyderabad,1
KK Nair,Chennai Super Kings,6
KK Nair,Delhi Daredevils,7
KK Nair,Gujarat Lions,1
KK Nair,Kings XI Punjab,3
KK Nair,Kolkata Knight Riders,2
KK Nair,Mumbai Indians,8
KK Nair,Rajasthan Royals,2
KK Nair,Royal Challengers Bangalore,3
KK Nair,Sunrisers Hyderabad,7
KL Rahul,Chennai Super Kings,20
KL Rahul,Delhi Capitals,12
KL Rahul,Delhi Daredevils,8
KL Rahul,Gujarat Lions,3
KL Rahul,Kings XI Punjab,3
KL Rahul,Kolkata Knight Riders,18
KL Rahul,Mumbai Indians,34
KL Rahul,Rajasthan Royals,19
KL Rahul,Rising Pune Supergiants,2
KL Rahul,Royal Challengers Bangalore,35
KL Rahul,Sunrisers Hyderabad,10
KM Jadhav,Chennai Super Kings,3
KM Jadhav,Delhi Daredevils,6
KM Jadhav,Gujarat Lions,3
KM Jadhav,Kolkata Knight Riders,4
KM Jadhav,Mumbai Indians,4
KM Jadhav,Pune Warriors,2
KM Jadhav,Rajasthan Royals,4
KM Jadhav,Royal Challengers Bangalore,5
KM Jadhav,Sunrisers Hyderabad,9
KMA Paul,Sunrisers Hyderabad,1
KP Pietersen,Chennai Super Kings,3
KP Pietersen,Deccan Chargers,11
KP Pietersen,Delhi Daredevils,3
KP Pietersen,Gujarat Lions,1
KP Pietersen,Kings XI Punjab,2
KP Pietersen,Mumbai Indians,8
KP Pietersen,Pune Warriors,5
KP Pietersen,Rajasthan Royals,3
KP Pietersen,Royal Challengers Bangalore,1
KP Pietersen,Sunrisers Hyderabad,3
KS Bharat,Delhi Capitals,4
KS Bharat,Mumbai Indians,2
KS Bharat,Rajasthan Royals,1
KS Bharat,Sunrisers Hyderabad,1
KS Williamson,Chennai Super Kings,14
KS Williamson,Delhi Capitals,4
KS Williamson,Delhi Daredevils,9
KS Williamson,Gujarat Titans,4
KS Williamson,Kings XI Punjab,6
KS Williamson,Kolkata Knight Riders,6
KS Williamson,Lucknow Super Giants,1
KS Williamson,Rajasthan Royals,6
KS Williamson,Rising Pune Supergiants,1
KS Williamson,Royal Challengers Bangalore,13
KV Sharma,Chennai Super Kings,3
KV Sharma,Delhi Daredevils,2
KV Sharma,Kings XI Punjab,4
KV Sharma,Kolkata Knight Riders,3
KV Sharma,Rising Pune Supergiants,1
KV Sharma,Royal Challengers Bangalore,1
KW Richardson,Chennai Super Kings,1
Kamran Akmal,Chennai Super Kings,3
Kamran Akmal,Deccan Chargers,1
Kamran Akmal,Kings XI Punjab,4
Kuldeep Yadav,Gujarat Titans,1
Kuldeep Yadav,Lucknow Super Giants,1
L Balaji,Deccan Chargers,1
L Ronchi,Kings XI Punjab,1
LA Pomersbach,Chennai Super Kings,3
LA Pomersbach,Deccan Chargers,1
LA Pomersbach,Delhi Daredevils,3
LA Pomersbach,Mumbai Indians,3
LA Pomersbach,Royal Challengers Bangalore,2
LA Pomersbach,Sunrisers Hyderabad,1
LH Ferguson,Chennai Super Kings,1
LH Ferguson,Kings XI Punjab,1
LJ Wright,Delhi Daredevils,1
LJ Wright,Kings XI Punjab,1
LJ Wright,Royal Challengers Bangalore,1
LMP Simmons,Chennai Super Kings,16
LMP Simmons,Delhi Daredevils,4
LMP Simmons,Kings XI Punjab,7
LMP Simmons,Kolkata Knight Riders,1
LMP Simmons,Rajasthan Royals,3
LMP Simmons,Rising Pune Supergiants,1
LMP Simmons,Royal Challengers Bangalore,5
LMP Simmons,Sunrisers Hyderabad,7
LPC Silva,Kings XI Punjab,1
LR Shukla,Chennai Super Kings,4
LR Shukla,Deccan Chargers,2
LR Shukla,Delhi Daredevils,3
LR Shukla,Mumbai Indians,2
LR Shukla,Rajasthan Royals,4
LR Shukla,Sunrisers Hyderabad,1
LRPL Taylor,Chennai Super Kings,8
LRPL Taylor,Deccan Chargers,3
LRPL Taylor,Delhi Daredevils,9
LRPL Taylor,Kings XI Punjab,2
LRPL Taylor,Kolkata Knight Riders,9
LRPL Taylor,Mumbai Indians,6
LRPL Taylor,Pune Warriors,2
LRPL Taylor,Rajasthan Royals,5
LRPL Taylor,Royal Challengers Bangalore,2
LS Livingstone,Chennai Super Kings,7
LS Livingstone,Delhi Capitals,1
LS Livingstone,Gujarat Titans,7
LS Livingstone,Kolkata Knight Riders,1
LS Livingstone,Lucknow Super Giants,2
LS Livingstone,Punjab Kings,1
LS Livingstone,Rajasthan Royals,2
LS Livingstone,Royal Challengers Bangalore,7
LS Livingstone,Sunrisers Hyderabad,12
Lalit Yadav,Gujarat Titans,1
Lalit Yadav,Kolkata Knight Riders,1
Lalit Yadav,Mumbai Indians,2
Lalit Yadav,Punjab Kings,1
Lalit Yadav,Rajasthan Royals,2
M Ashwin,Lucknow Super Giants,1
M Jansen,Gujarat Titans,1
M Kaif,Chennai Super Kings,1
M Kaif,Deccan Chargers,3
M Kaif,Delhi Daredevils,1
M Kaif,Kolkata Knight Riders,1
M Kartik,Mumbai Indians,1
M Manhas,Chennai Super Kings,1
M Manhas,Deccan Chargers,3
M Manhas,Delhi Daredevils,1
M Manhas,Kings XI Punjab,3
M Manhas,Rajasthan Royals,2
M Morkel,Deccan Chargers,1
M Morkel,Kings XI Punjab,3
M Morkel,Mumbai Indians,1
M Rawat,Kings XI Punjab,1
M Shahrukh Khan,Chennai Super Kings,3
M Shahrukh Khan,Delhi Capitals,1
M Shahrukh Khan,Gujarat Titans,2
M Shahrukh Khan,Kolkata Knight Riders,3
M Shahrukh Khan,Mumbai Indians,2
M Shahrukh Khan,Royal Challengers Bangalore,3
M Shahrukh Khan,Sunrisers Hyderabad,5
M Theekshana,Royal Challengers Bangalore,1
M Vijay,Chennai Super Kings,2
M Vijay,Deccan Chargers,3
M Vijay,Delhi Daredevils,10
M Vijay,Gujarat Lions,1
M Vijay,Kings XI Punjab,6
M Vijay,Kolkata Knight Riders,6
M Vijay,Mumbai Indians,11
M Vijay,Pune Warriors,3
M Vijay,Rajasthan Royals,20
M Vijay,Rising Pune Supergiants,5
M Vijay,Royal Challengers Bangalore,19
M Vijay,Sunrisers Hyderabad,5
M Vohra,Chennai Super Kings,3
M Vohra,Delhi Daredevils,5
M Vohra,Gujarat Lions,2
M Vohra,Kolkata Knight Riders,10
M Vohra,Mumbai Indians,6
M Vohra,Punjab Kings,1
M Vohra,Rajasthan Royals,1
M Vohra,Rising Pune Supergiants,1
M Vohra,Royal Challengers Bangalore,5
M Vohra,Sunrisers Hyderabad,9
MA Agarwal,Chennai Super Kings,7
MA Agarwal,Deccan Chargers,2
MA Agarwal,Delhi Capitals,12
MA Agarwal,Delhi Daredevils,2
MA Agarwal,Kings XI Punjab,5
MA Agarwal,Kochi Tuskers Kerala,2
MA Agarwal,Kolkata Knight Riders,8
MA Agarwal,Lucknow Super Giants,2
MA Agarwal,Mumbai Indians,13
MA Agarwal,Pune Warriors,1
MA Agarwal,Rajasthan Royals,18
MA Agarwal,Royal Challengers Bangalore,12
MA Agarwal,Sunrisers Hyderabad,7
MA Khote,Chennai Super Kings,1
MC Henriques,Chennai Super Kings,2
MC Henriques,Delhi Daredevils,6
MC Henriques,Kings XI Punjab,1
MC Henriques,Kolkata Knight Riders,4
MC Henriques,Mumbai Indians,1
MC Henriques,Pune Warriors,1
MC Henriques,Rajasthan Royals,1
MC Henriques,Rising Pune Supergiants,2
MC Henriques,Royal Challengers Bangalore,10
MC Juneja,Rajasthan Royals,1
MD Mishra,Chennai Super Kings,1
MD Mishra,Delhi Daredevils,1
MD Mishra,Kochi Tuskers Kerala,2
MD Mishra,Mumbai Indians,1
MD Mishra,Royal Challengers Bangalore,3
MEK Hussey,Chennai Super Kings,1
MEK Hussey,Delhi Daredevils,5
MEK Hussey,Kings XI Punjab,11
MEK Hussey,Kolkata Knight Riders,9
MEK Hussey,Mumbai Indians,5
MEK Hussey,Pune Warriors,1
MEK Hussey,Rajasthan Royals,6
MEK Hussey,Royal Challengers Bangalore,8
MEK Hussey,Sunrisers Hyderabad,6
MF Maharoof,Deccan Chargers,2
MF Maharoof,Mumbai Indians,2
MF Maharoof,Rajasthan Royals,4
MF Maharoof,Royal Challengers Bangalore,1
MG Johnson,Kolkata Knight Riders,3
MG Johnson,Mumbai Indians,1
MG Johnson,Rising Pune Supergiants,1
MG Johnson,Royal Challengers Bangalore,2
MJ Guptill,Delhi Capitals,4
MJ Guptill,Delhi Daredevils,6
MJ Guptill,Mumbai Indians,2
MJ Guptill,Royal Challengers Bangalore,2
MJ Guptill,Sunrisers Hyderabad,1
MJ Lumb,Chennai Super Kings,3
MJ Lumb,Deccan Chargers,1
MJ Lumb,Kings XI Punjab,2
MJ McClenaghan,Kings XI Punjab,1
MJ McClenaghan,Kolkata Knight Riders,3
MJ McClenaghan,Rising Pune Supergiants,1
MJ McClenaghan,Royal Challengers Bangalore,2
MJ Santner,Mumbai Indians,2
MJ Santner,Rajasthan Royals,1
MK Lomror,Chennai Super Kings,2
MK Lomror,Delhi Capitals,1
MK Lomror,Gujarat Titans,1
MK Lomror,Punjab Kings,5
MK Lomror,Royal Challengers Bangalore,3
MK Lomror,Sunrisers Hyderabad,1
MK Pandey,Chennai Super Kings,5
MK Pandey,Deccan Chargers,8
MK Pandey,Delhi Capitals,1
MK Pandey,Delhi Daredevils,9
MK Pandey,Kings XI Punjab,14
MK Pandey,Kolkata Knight Riders,7
MK Pandey,Mumbai Indians,25
MK Pandey,Rajasthan Royals,16
MK Pandey,Rising Pune Supergiants,1
MK Pandey,Royal Challengers Bangalore,9
MK Pandey,Sunrisers Hyderabad,11
MK Tiwary,Chennai Super Kings,3
MK Tiwary,Deccan Chargers,3
MK Tiwary,Delhi Daredevils,7
MK Tiwary,Gujarat Lions,1
MK Tiwary,Kings XI Punjab,5
MK Tiwary,Kochi Tuskers Kerala,2
MK Tiwary,Kolkata Knight Riders,1
MK Tiwary,Mumbai Indians,7
MK Tiwary,Pune Warriors,1
MK Tiwary,Rajasthan Royals,4
MK Tiwary,Royal Challengers Bangalore,5
MK Tiwary,Sunrisers Hyderabad,1
ML Hayden,Deccan Chargers,5
ML Hayden,Delhi Daredevils,11
ML Hayden,Kings XI Punjab,9
ML Hayden,Kolkata Knight Riders,3
ML Hayden,Mumbai Indians,6
ML Hayden,Rajasthan Royals,3
ML Hayden,Royal Challengers Bangalore,7
MM Ali,Chennai Super Kings,1
MM Ali,Delhi Capitals,5
MM Ali,Gujarat Titans,2
MM Ali,Kolkata Knight Riders,12
MM Ali,Lucknow Super Giants,2
MM Ali,Mumbai Indians,11
MM Ali,Punjab Kings,1
MM Ali,Rajasthan Royals,7
MM Ali,Royal Challengers Bangalore,4
MM Ali,Sunrisers Hyderabad,8
MM Sharma,Delhi Daredevils,1
MM Sharma,Mumbai Indians,2
MM Sharma,Sunrisers Hyderabad,1
MN Samuels,Chennai Super Kings,1
MN Samuels,Kings XI Punjab,2
MN Samuels,Rising Pune Supergiants,2
MN Samuels,Royal Challengers Bangalore,2
MN van Wyk,Kings XI Punjab,1
MP Stoinis,Chennai Super Kings,3
MP Stoinis,Delhi Capitals,4
MP Stoinis,Delhi Daredevils,2
MP Stoinis,Gujarat Lions,1
MP Stoinis,Kings XI Punjab,6
MP Stoinis,Kolkata Knight Riders,5
MP Stoinis,Mumbai Indians,6
MP Stoinis,Punjab Kings,1
MP Stoinis,Rajasthan Royals,12
MP Stoinis,Royal Challengers Bangalore,7
MP Stoinis,Sunrisers Hyderabad,1
MR Marsh,Chennai Super Kings,1
MR Marsh,Deccan Chargers,3
MR Marsh,Kings XI Punjab,2
MR Marsh,Lucknow Super Giants,3
MR Marsh,Mumbai Indians,2
MR Marsh,Punjab Kings,3
MR Marsh,Rajasthan Royals,10
MR Marsh,Royal Challengers Bangalore,2
MR Marsh,Sunrisers Hyderabad,2
MS Bisla,Chennai Super Kings,7
MS Bisla,Kings XI Punjab,5
MS Bisla,Mumbai Indians,1
MS Bisla,Rajasthan Royals,3
MS Bisla,Royal Challengers Bangalore,7
MS Dhoni,Deccan Chargers,6
MS Dhoni,Delhi Capitals,7
MS Dhoni,Delhi Daredevils,26
MS Dhoni,Gujarat Lions,4
MS Dhoni,Kings XI Punjab,31
MS Dhoni,Kochi Tuskers Kerala,1
MS Dhoni,Kolkata Knight Riders,22
MS Dhoni,Lucknow Super Giants,1
MS Dhoni,Mumbai Indians,34
MS Dhoni,Pune Warriors,5
MS Dhoni,Punjab Kings,2
MS Dhoni,Rajasthan Royals,20
MS Dhoni,Royal Challengers Bangalore,46
MS Dhoni,Sunrisers Hyderabad,24
MS Gony,Deccan Chargers,2
MS Gony,Delhi Daredevils,2
MS Gony,Kings XI Punjab,1
MS Gony,Kolkata Knight Riders,3
MS Wade,Rajasthan Royals,1
MS Wade,Royal Challengers Bangalore,1
MV Boucher,Chennai Super Kings,1
MV Boucher,Delhi Daredevils,4
MV Boucher,Kings XI Punjab,1
MV Boucher,Kolkata Knight Riders,3
MV Boucher,Mumbai Indians,4
Mandeep Singh,Chennai Super Kings,6
Mandeep Singh,Deccan Chargers,3
Mandeep Singh,Delhi Capitals,2
Mandeep Singh,Delhi Daredevils,2
Mandeep Singh,Kings XI Punjab,3
Mandeep Singh,Kolkata Knight Riders,14
Mandeep Singh,Mumbai Indians,2
Mandeep Singh,Rajasthan Royals,4
Mandeep Singh,Royal Challengers Bangalore,1
Misbah-ul-Haq,Deccan Chargers,1
Misbah-ul-Haq,Delhi Daredevils,4
Misbah-ul-Haq,Kings XI Punjab,1
Mohammad Hafeez,Deccan Chargers,1
Mohammad Hafeez,Kings XI Punjab,1
Mohammad Nabi,Delhi Capitals,2
Mohammad Nabi,Kings XI Punjab,2
Mohammad Nabi,Mumbai Indians,4
Mohammad Nabi,Rajasthan Royals,2
Mohammed Shami,Mumbai Indians,1
Mohammed Shami,Royal Challengers Bangalore,1
Mohammed Siraj,Chennai Super Kings,1
Mohammed Siraj,Mumbai Indians,1
Mohsin Khan,Punjab Kings,1
Mustafizur Rahman,Mumbai Indians,1
N Jagadeesan,Gujarat Titans,1
N Pooran,Chennai Super Kings,12
N Pooran,Delhi Capitals,9
N Pooran,Gujarat Titans,2
N Pooran,Kolkata Knight Riders,7
N Pooran,Lucknow Super Giants,2
N Pooran,Mumbai Indians,7
N Pooran,Punjab Kings,1
N Pooran,Rajasthan Royals,8
N Pooran,Royal Challengers Bangalore,7
N Pooran,Sunrisers Hyderabad,10
N Rana,Chennai Super Kings,6
N Rana,Delhi Capitals,17
N Rana,Delhi Daredevils,4
N Rana,Gujarat Lions,7
N Rana,Kings XI Punjab,18
N Rana,Kolkata Knight Riders,3
N Rana,Mumbai Indians,13
N Rana,Punjab Kings,2
N Rana,Rajasthan Royals,8
N Rana,Rising Pune Supergiants,2
N Rana,Royal Challengers Bangalore,13
N Rana,Sunrisers Hyderabad,18
NK Patel,Mumbai Indians,1
NL McCullum,Rajasthan Royals,1
NLTC Perera,Chennai Super Kings,2
NLTC Perera,Delhi Daredevils,2
NLTC Perera,Kings XI Punjab,6
NLTC Perera,Kolkata Knight Riders,4
NLTC Perera,Mumbai Indians,1
NLTC Perera,Pune Warriors,1
NLTC Perera,Rajasthan Royals,1
NLTC Perera,Royal Challengers Bangalore,8
NLTC Perera,Sunrisers Hyderabad,1
NM Coulter-Nile,Kings XI Punjab,1
NM Coulter-Nile,Mumbai Indians,1
NM Coulter-Nile,Rajasthan Royals,1
NM Coulter-Nile,Rising Pune Supergiants,1
NT Ellis,Sunrisers Hyderabad,1
NV Ojha,Chennai Super Kings,17
NV Ojha,Deccan Chargers,6
NV Ojha,Delhi Daredevils,5
NV Ojha,Gujarat Lions,1
NV Ojha,Kings XI Punjab,20
NV Ojha,Kochi Tuskers Kerala,1
NV Ojha,Kolkata Knight Riders,12
NV Ojha,Mumbai Indians,2
NV Ojha,Pune Warriors,2
NV Ojha,Rajasthan Royals,2
NV Ojha,Rising Pune Supergiants,2
NV Ojha,Royal Challengers Bangalore,9
OA Shah,Chennai Super Kings,3
OA Shah,Deccan Chargers,3
OA Shah,Kings XI Punjab,2
OA Shah,Kolkata Knight Riders,1
OA Shah,Mumbai Indians,6
OA Shah,Rajasthan Royals,2
OA Shah,Royal Challengers Bangalore,6
OC McCoy,Gujarat Titans,1
OF Smith,Kolkata Knight Riders,1
OF Smith,Royal Challengers Bangalore,3
OF Smith,Sunrisers Hyderabad,1
P Dogra,Delhi Daredevils,3
P Dogra,Mumbai Indians,2
P Kumar,Chennai Super Kings,2
P Kumar,Deccan Chargers,2
P Kumar,Kings XI Punjab,1
P Kumar,Kolkata Knight Riders,2
P Kumar,Mumbai Indians,2
P Kumar,Rajasthan Royals,7
P Kumar,Royal Challengers Bangalore,1
P Negi,Chennai Super Kings,1
P Negi,Delhi Daredevils,1
P Negi,Gujarat Lions,2
P Negi,Kings XI Punjab,1
P Negi,Kolkata Knight Riders,2
P Negi,Mumbai Indians,4
P Negi,Rising Pune Supergiants,2
P Negi,Royal Challengers Bangalore,2
P Negi,Sunrisers Hyderabad,1
P Sahu,Delhi Daredevils,1
P Simran Singh,Delhi Capitals,1
P Simran Singh,Sunrisers Hyderabad,1
PA Patel,Chennai Super Kings,9
PA Patel,Delhi Capitals,1
PA Patel,Delhi Daredevils,3
PA Patel,Gujarat Lions,3
PA Patel,Kings XI Punjab,15
PA Patel,Kolkata Knight Riders,2
PA Patel,Mumbai Indians,3
PA Patel,Pune Warriors,1
PA Patel,Rajasthan Royals,6
PA Patel,Rising Pune Supergiants,3
PA Patel,Royal Challengers Bangalore,2
PA Patel,Sunrisers Hyderabad,1
PA Reddy,Kings XI Punjab,1
PA Reddy,Rajasthan Royals,1
PBB Rajapaksa,Chennai Super Kings,3
PBB Rajapaksa,Gujarat Titans,1
PBB Rajapaksa,Kolkata Knight Riders,3
PBB Rajapaksa,Rajasthan Royals,2
PBB Rajapaksa,Royal Challengers Bangalore,4
PC Valthaty,Chennai Super Kings,2
PC Valthaty,Deccan Chargers,5
PC Valthaty,Delhi Daredevils,5
PC Valthaty,Kochi Tuskers Kerala,2
PC Valthaty,Mumbai Indians,2
PC Valthaty,Rajasthan Royals,3
PC Valthaty,Royal Challengers Bangalore,1
PD Collingwood,Deccan Chargers,3
PD Collingwood,Kolkata Knight Riders,2
PD Collingwood,Rajasthan Royals,1
PD Collingwood,Royal Challengers Bangalore,7
PJ Cummins,Chennai Super Kings,7
PJ Cummins,Gujarat Lions,1
PJ Cummins,Mumbai Indians,13
PJ Cummins,Rajasthan Royals,2
PJ Cummins,Rising Pune Supergiants,1
PJ Cummins,Royal Challengers Bangalore,2
PK Garg,Chennai Super Kings,1
PK Garg,Delhi Capitals,2
PK Garg,Kolkata Knight Riders,1
PK Garg,Mumbai Indians,3
PK Garg,Rajasthan Royals,1
PK Garg,Royal Challengers Bangalore,1
PP Chawla,Chennai Super Kings,2
PP Chawla,Deccan Chargers,3
PP Chawla,Delhi Capitals,1
PP Chawla,Delhi Daredevils,1
PP Chawla,Kings XI Punjab,2
PP Chawla,Kolkata Knight Riders,2
PP Chawla,Mumbai Indians,1
PP Chawla,Pune Warriors,1
PP Chawla,Rajasthan Royals,1
PP Chawla,Royal Challengers Bangalore,1
PP Chawla,Sunrisers Hyderabad,3
PP Shaw,Chennai Super Kings,8
PP Shaw,Kings XI Punjab,1
PP Shaw,Kolkata Knight Riders,17
PP Shaw,Lucknow Super Giants,2
PP Shaw,Mumbai Indians,3
PP Shaw,Punjab Kings,6
PP Shaw,Rajasthan Royals,7
PP Shaw,Royal Challengers Bangalore,5
PP Shaw,Sunrisers Hyderabad,6
PR Shah,Deccan Chargers,2
PVD Chameera,Punjab Kings,2
PVD Chameera,Royal Challengers Bangalore,1
PWH de Silva,Chennai Super Kings,1
Q de Kock,Chennai Super Kings,14
Q de Kock,Delhi Capitals,12
Q de Kock,Delhi Daredevils,1
Q de Kock,Gujarat Lions,1
Q de Kock,Gujarat Titans,1
Q de Kock,Kings XI Punjab,9
Q de Kock,Kolkata Knight Riders,24
Q de Kock,Mumbai Indians,5
Q de Kock,Punjab Kings,2
Q de Kock,Rajasthan Royals,12
Q de Kock,Royal Challengers Bangalore,12
Q de Kock,Sunrisers Hyderabad,13
R Ashwin,Chennai Super Kings,4
R Ashwin,Delhi Capitals,2
R Ashwin,Gujarat Titans,1
R Ashwin,Kolkata Knight Riders,3
R Ashwin,Lucknow Super Giants,2
R Ashwin,Mumbai Indians,4
R Ashwin,Rajasthan Royals,2
R Ashwin,Royal Challengers Bangalore,3
R Bhatia,Chennai Super Kings,3
R Bhatia,Delhi Daredevils,2
R Bhatia,Kings XI Punjab,3
R Bhatia,Kolkata Knight Riders,1
R Bhatia,Mumbai Indians,1
R Bhatia,Pune Warriors,1
R Bhatia,Royal Challengers Bangalore,2
R Bishnoi,Kings XI Punjab,2
R Dhawan,Chennai Super Kings,2
R Dhawan,Kolkata Knight Riders,1
R Dhawan,Lucknow Super Giants,1
R Dhawan,Rising Pune Supergiants,1
R Dhawan,Royal Challengers Bangalore,1
R Dravid,Chennai Super Kings,1
R Dravid,Deccan Chargers,7
R Dravid,Delhi Daredevils,4
R Dravid,Kings XI Punjab,1
R Dravid,Kochi Tuskers Kerala,1
R Dravid,Kolkata Knight Riders,4
R Dravid,Pune Warriors,1
R Dravid,Rajasthan Royals,7
R Dravid,Sunrisers Hyderabad,2
R McLaren,Pune Warriors,1
R Parag,Delhi Capitals,3
R Parag,Gujarat Titans,1
R Parag,Kolkata Knight Riders,4
R Parag,Lucknow Super Giants,2
R Parag,Mumbai Indians,1
R Parag,Punjab Kings,3
R Parag,Royal Challengers Bangalore,4
R Parag,Sunrisers Hyderabad,4
R Powell,Gujarat Titans,1
R Powell,Kolkata Knight Riders,4
R Powell,Lucknow Super Giants,2
R Powell,Mumbai Indians,4
R Powell,Rajasthan Royals,5
R Powell,Sunrisers Hyderabad,6
R Rampaul,Delhi Daredevils,1
R Rampaul,Rajasthan Royals,1
R Sathish,Delhi Daredevils,1
R Sathish,Rising Pune Supergiants,1
R Sathish,Royal Challengers Bangalore,2
R Sathish,Sunrisers Hyderabad,2
R Sharma,Kochi Tuskers Kerala,1
R Sharma,Mumbai Indians,1
R Sharma,Rajasthan Royals,1
R Shepherd,Lucknow Super Giants,1
R Shepherd,Punjab Kings,2
R Shepherd,Rajasthan Royals,2
R Tewatia,Chennai Super Kings,2
R Tewatia,Delhi Capitals,3
R Tewatia,Kings XI Punjab,9
R Tewatia,Kolkata Knight Riders,4
R Tewatia,Lucknow Super Giants,2
R Tewatia,Mumbai Indians,1
R Tewatia,Punjab Kings,2
R Tewatia,Royal Challengers Bangalore,8
R Tewatia,Sunrisers Hyderabad,4
R Vinay Kumar,Chennai Super Kings,1
R Vinay Kumar,Delhi Daredevils,1
R Vinay Kumar,Kolkata Knight Riders,1
R Vinay Kumar,Mumbai Indians,1
R Vinay Kumar,Rajasthan Royals,4
R Vinay Kumar,Rising Pune Supergiants,1
RA Jadeja,Chennai Super Kings,5
RA Jadeja,Deccan Chargers,4
RA Jadeja,Delhi Capitals,6
RA Jadeja,Delhi Daredevils,11
RA Jadeja,Gujarat Titans,2
RA Jadeja,Kings XI Punjab,6
