batter,againstTeam,batsman_run
A Ashish Reddy,Chennai Super Kings,45
A Ashish Reddy,Delhi Daredevils,36
A Ashish Reddy,Kings XI Punjab,37
A Ashish Reddy,Kolkata Knight Riders,17
A Ashish Reddy,Mumbai Indians,27
A Ashish Reddy,Pune Warriors,26
A Ashish Reddy,Rajasthan Royals,37
A Ashish Reddy,Royal Challengers Bangalore,55
A Badoni,Chennai Super Kings,19
A Badoni,Delhi Capitals,10
A Badoni,Gujarat Titans,62
A Badoni,Kolkata Knight Riders,15
A Badoni,Mumbai Indians,14
A Badoni,Punjab Kings,4
A Badoni,Rajasthan Royals,5
A Badoni,Royal Challengers Bangalore,13
A Badoni,Sunrisers Hyderabad,19
A Chandila,Deccan Chargers,0
A Chandila,Royal Challengers Bangalore,4
A Chopra,Deccan Chargers,35
A Chopra,Delhi Daredevils,13
A Chopra,Kings XI Punjab,2
A Chopra,Mumbai Indians,1
A Chopra,Royal Challengers Bangalore,2
A Choudhary,Gujarat Lions,15
A Choudhary,Kings XI Punjab,4
A Choudhary,Sunrisers Hyderabad,6
A Dananjaya,Delhi Daredevils,4
A Flintoff,Delhi Daredevils,16
A Flintoff,Mumbai Indians,24
A Flintoff,Royal Challengers Bangalore,22
A Kumble,Chennai Super Kings,3
A Kumble,Deccan Chargers,4
A Kumble,Delhi Daredevils,2
A Kumble,Kings XI Punjab,9
A Kumble,Mumbai Indians,9
A Kumble,Rajasthan Royals,8
A Manohar,Chennai Super Kings,12
A Manohar,Delhi Capitals,1
A Manohar,Kolkata Knight Riders,2
A Manohar,Lucknow Super Giants,15
A Manohar,Rajasthan Royals,43
A Manohar,Sunrisers Hyderabad,35
A Mishra,Chennai Super Kings,58
A Mishra,Deccan Chargers,6
A Mishra,Delhi Daredevils,22
A Mishra,Gujarat Lions,8
A Mishra,Kings XI Punjab,27
A Mishra,Kochi Tuskers Kerala,0
A Mishra,Kolkata Knight Riders,62
A Mishra,Mumbai Indians,88
A Mishra,Pune Warriors,30
A Mishra,Rajasthan Royals,30
A Mishra,Rising Pune Supergiants,13
A Mishra,Royal Challengers Bangalore,17
A Mishra,Sunrisers Hyderabad,1
A Mithun,Chennai Super Kings,11
A Mithun,Delhi Daredevils,5
A Mithun,Kings XI Punjab,16
A Mithun,Kolkata Knight Riders,2
A Mukund,Rajasthan Royals,19
A Nehra,Chennai Super Kings,1
A Nehra,Deccan Chargers,22
A Nehra,Delhi Daredevils,1
A Nehra,Kings XI Punjab,6
A Nehra,Kolkata Knight Riders,1
A Nehra,Mumbai Indians,1
A Nehra,Rajasthan Royals,9
A Nehra,Royal Challengers Bangalore,0
A Nehra,Sunrisers Hyderabad,0
A Nortje,Chennai Super Kings,1
A Nortje,Kings XI Punjab,3
A Nortje,Sunrisers Hyderabad,4
A Tomar,Lucknow Super Giants,4
A Uniyal,Delhi Daredevils,4
A Uniyal,Mumbai Indians,0
A Zampa,Delhi Daredevils,5
A Zampa,Sunrisers Hyderabad,0
AA Bilakhia,Chennai Super Kings,12
AA Bilakhia,Delhi Daredevils,32
AA Bilakhia,Rajasthan Royals,3
AA Bilakhia,Royal Challengers Bangalore,22
AA Chavan,Delhi Daredevils,7
AA Chavan,Kochi Tuskers Kerala,1
AA Chavan,Mumbai Indians,4
AA Jhunjhunwala,Chennai Super Kings,19
AA Jhunjhunwala,Deccan Chargers,11
AA Jhunjhunwala,Delhi Daredevils,59
AA Jhunjhunwala,Kings XI Punjab,19
AA Jhunjhunwala,Kolkata Knight Riders,45
AA Jhunjhunwala,Mumbai Indians,46
AA Jhunjhunwala,Royal Challengers Bangalore,18
AA Noffke,Kolkata Knight Riders,9
AB Agarkar,Chennai Super Kings,23
AB Agarkar,Deccan Chargers,15
AB Agarkar,Delhi Daredevils,56
AB Agarkar,Kings XI Punjab,10
AB Agarkar,Mumbai Indians,24
AB Agarkar,Rajasthan Royals,39
AB Agarkar,Royal Challengers Bangalore,12
AB Barath,Deccan Chargers,7
AB Barath,Delhi Daredevils,2
AB Barath,Mumbai Indians,33
AB Dinda,Chennai Super Kings,2
AB Dinda,Deccan Chargers,2
AB Dinda,Delhi Daredevils,7
AB Dinda,Kings XI Punjab,4
AB Dinda,Mumbai Indians,3
AB Dinda,Rajasthan Royals,1
AB Dinda,Royal Challengers Bangalore,7
AB Dinda,Sunrisers Hyderabad,0
AB McDonald,Chennai Super Kings,8
AB McDonald,Delhi Daredevils,30
AB McDonald,Kings XI Punjab,17
AB McDonald,Mumbai Indians,33
AB McDonald,Rajasthan Royals,14
AB McDonald,Royal Challengers Bangalore,21
AB de Villiers,Chennai Super Kings,532
AB de Villiers,Deccan Chargers,153
AB de Villiers,Delhi Capitals,179
AB de Villiers,Delhi Daredevils,409
AB de Villiers,Gujarat Lions,233
AB de Villiers,Kings XI Punjab,710
AB de Villiers,Kochi Tuskers Kerala,54
AB de Villiers,Kolkata Knight Riders,522
AB de Villiers,Mumbai Indians,791
AB de Villiers,Pune Warriors,149
AB de Villiers,Punjab Kings,26
AB de Villiers,Rajasthan Royals,652
AB de Villiers,Rising Pune Supergiants,116
AB de Villiers,Royal Challengers Bangalore,115
AB de Villiers,Sunrisers Hyderabad,540
AC Blizzard,Deccan Chargers,1
AC Blizzard,Delhi Daredevils,37
AC Blizzard,Kings XI Punjab,15
AC Blizzard,Kolkata Knight Riders,51
AC Blizzard,Pune Warriors,6
AC Blizzard,Royal Challengers Bangalore,10
AC Gilchrist,Chennai Super Kings,255
AC Gilchrist,Deccan Chargers,112
AC Gilchrist,Delhi Daredevils,321
AC Gilchrist,Kings XI Punjab,141
AC Gilchrist,Kochi Tuskers Kerala,9
AC Gilchrist,Kolkata Knight Riders,271
AC Gilchrist,Mumbai Indians,234
AC Gilchrist,Pune Warriors,50
AC Gilchrist,Rajasthan Royals,255
AC Gilchrist,Royal Challengers Bangalore,369
AC Gilchrist,Sunrisers Hyderabad,52
AC Thomas,Chennai Super Kings,1
AC Thomas,Deccan Chargers,12
AC Thomas,Mumbai Indians,0
AC Thomas,Royal Challengers Bangalore,7
AC Voges,Chennai Super Kings,20
AC Voges,Delhi Daredevils,15
AC Voges,Kings XI Punjab,45
AC Voges,Kolkata Knight Riders,45
AC Voges,Mumbai Indians,28
AC Voges,Royal Challengers Bangalore,28
AD Hales,Chennai Super Kings,2
AD Hales,Delhi Daredevils,59
AD Hales,Rajasthan Royals,45
AD Hales,Royal Challengers Bangalore,42
AD Mascarenhas,Chennai Super Kings,8
AD Mascarenhas,Delhi Daredevils,12
AD Mascarenhas,Kings XI Punjab,4
AD Mascarenhas,Kolkata Knight Riders,36
AD Mascarenhas,Mumbai Indians,9
AD Mascarenhas,Pune Warriors,5
AD Mascarenhas,Royal Challengers Bangalore,0
AD Mascarenhas,Sunrisers Hyderabad,5
AD Mathews,Chennai Super Kings,81
AD Mathews,Deccan Chargers,69
AD Mathews,Delhi Daredevils,106
AD Mathews,Kings XI Punjab,57
AD Mathews,Kolkata Knight Riders,126
AD Mathews,Mumbai Indians,51
AD Mathews,Rajasthan Royals,96
AD Mathews,Royal Challengers Bangalore,64
AD Mathews,Sunrisers Hyderabad,74
AD Nath,Chennai Super Kings,24
AD Nath,Delhi Capitals,19
AD Nath,Kings XI Punjab,3
AD Nath,Kolkata Knight Riders,13
AD Nath,Mumbai Indians,14
AD Nath,Rajasthan Royals,9
AD Nath,Royal Challengers Bangalore,3
AD Nath,Sunrisers Hyderabad,5
AD Russell,Chennai Super Kings,300
AD Russell,Delhi Capitals,193
AD Russell,Delhi Daredevils,107
AD Russell,Gujarat Titans,48
AD Russell,Kings XI Punjab,251
AD Russell,Kolkata Knight Riders,4
AD Russell,Lucknow Super Giants,50
AD Russell,Mumbai Indians,203
AD Russell,Punjab Kings,80
AD Russell,Rajasthan Royals,177
AD Russell,Rising Pune Supergiants,17
AD Russell,Royal Challengers Bangalore,395
AD Russell,Sunrisers Hyderabad,214
AF Milne,Chennai Super Kings,15
AF Milne,Kolkata Knight Riders,1
AF Milne,Mumbai Indians,0
AF Milne,Rising Pune Supergiants,7
AF Milne,Royal Challengers Bangalore,0
AG Murtaza,Kolkata Knight Riders,3
AG Murtaza,Rajasthan Royals,2
AG Murtaza,Royal Challengers Bangalore,5
AG Paunikar,Deccan Chargers,20
AG Paunikar,Delhi Daredevils,5
AG Paunikar,Kolkata Knight Riders,24
AG Paunikar,Royal Challengers Bangalore,0
AJ Finch,Chennai Super Kings,154
AJ Finch,Deccan Chargers,0
AJ Finch,Delhi Capitals,16
AJ Finch,Delhi Daredevils,284
AJ Finch,Kings XI Punjab,243
AJ Finch,Kolkata Knight Riders,315
AJ Finch,Lucknow Super Giants,14
AJ Finch,Mumbai Indians,268
AJ Finch,Pune Warriors,25
AJ Finch,Rajasthan Royals,225
AJ Finch,Rising Pune Supergiants,96
AJ Finch,Royal Challengers Bangalore,240
AJ Finch,Sunrisers Hyderabad,212
AJ Turner,Delhi Capitals,0
AJ Turner,Kings XI Punjab,0
AJ Turner,Mumbai Indians,0
AJ Turner,Sunrisers Hyderabad,3
AJ Tye,Chennai Super Kings,3
AJ Tye,Delhi Capitals,6
AJ Tye,Delhi Daredevils,3
AJ Tye,Kings XI Punjab,22
AJ Tye,Kolkata Knight Riders,14
AJ Tye,Mumbai Indians,25
AJ Tye,Rajasthan Royals,1
AJ Tye,Royal Challengers Bangalore,13
AJ Tye,Sunrisers Hyderabad,4
AK Markram,Chennai Super Kings,30
AK Markram,Delhi Capitals,42
AK Markram,Gujarat Titans,68
AK Markram,Kolkata Knight Riders,118
AK Markram,Lucknow Super Giants,12
AK Markram,Mumbai Indians,44
AK Markram,Punjab Kings,62
AK Markram,Rajasthan Royals,83
AK Markram,Royal Challengers Bangalore,41
AK Markram,Sunrisers Hyderabad,27
AL Menaria,Chennai Super Kings,46
AL Menaria,Deccan Chargers,42
AL Menaria,Delhi Daredevils,25
AL Menaria,Kings XI Punjab,68
AL Menaria,Kochi Tuskers Kerala,31
AL Menaria,Kolkata Knight Riders,89
AL Menaria,Mumbai Indians,45
AL Menaria,Pune Warriors,47
AL Menaria,Royal Challengers Bangalore,8
AM Nayar,Chennai Super Kings,147
AM Nayar,Deccan Chargers,99
AM Nayar,Delhi Daredevils,42
AM Nayar,Kings XI Punjab,94
AM Nayar,Kolkata Knight Riders,13
AM Nayar,Mumbai Indians,31
AM Nayar,Pune Warriors,36
AM Nayar,Rajasthan Royals,92
AM Nayar,Royal Challengers Bangalore,95
AM Nayar,Sunrisers Hyderabad,23
AM Rahane,Chennai Super Kings,317
AM Rahane,Deccan Chargers,50
AM Rahane,Delhi Capitals,115
AM Rahane,Delhi Daredevils,677
AM Rahane,Gujarat Lions,78
AM Rahane,Kings XI Punjab,455
AM Rahane,Kochi Tuskers Kerala,8
AM Rahane,Kolkata Knight Riders,478
AM Rahane,Mumbai Indians,625
AM Rahane,Pune Warriors,173
AM Rahane,Punjab Kings,12
AM Rahane,Rajasthan Royals,13
AM Rahane,Royal Challengers Bangalore,648
AM Rahane,Sunrisers Hyderabad,425
AN Ahmed,Chennai Super Kings,8
AN Ahmed,Kolkata Knight Riders,5
AN Ahmed,Mumbai Indians,1
AN Ahmed,Royal Challengers Bangalore,18
AN Ahmed,Sunrisers Hyderabad,4
AN Ghosh,Mumbai Indians,0
AN Ghosh,Royal Challengers Bangalore,7
AP Dole,Deccan Chargers,4
AP Dole,Mumbai Indians,30
AP Majumdar,Kolkata Knight Riders,17
AP Majumdar,Rajasthan Royals,39
AP Majumdar,Royal Challengers Bangalore,31
AP Tare,Chennai Super Kings,39
AP Tare,Delhi Daredevils,39
AP Tare,Kings XI Punjab,45
AP Tare,Kolkata Knight Riders,34
AP Tare,Mumbai Indians,0
AP Tare,Rajasthan Royals,123
AP Tare,Rising Pune Supergiants,8
AP Tare,Royal Challengers Bangalore,44
AP Tare,Sunrisers Hyderabad,7
AR Bawne,Kolkata Knight Riders,12
AR Patel,Chennai Super Kings,115
AR Patel,Delhi Daredevils,148
AR Patel,Gujarat Lions,40
AR Patel,Gujarat Titans,8
AR Patel,Kings XI Punjab,7
AR Patel,Kolkata Knight Riders,128
AR Patel,Lucknow Super Giants,42
AR Patel,Mumbai Indians,199
AR Patel,Punjab Kings,17
AR Patel,Rajasthan Royals,87
AR Patel,Rising Pune Supergiants,47
AR Patel,Royal Challengers Bangalore,163
AR Patel,Sunrisers Hyderabad,134
AS Joseph,Chennai Super Kings,0
AS Joseph,Kings XI Punjab,15
AS Joseph,Kolkata Knight Riders,1
AS Joseph,Punjab Kings,4
AS Rajpoot,Chennai Super Kings,2
AS Rajpoot,Kolkata Knight Riders,7
AS Rajpoot,Mumbai Indians,8
AS Rajpoot,Royal Challengers Bangalore,1
AS Rajpoot,Sunrisers Hyderabad,8
AS Raut,Chennai Super Kings,28
AS Raut,Deccan Chargers,37
AS Raut,Delhi Daredevils,11
AS Raut,Kings XI Punjab,27
AS Raut,Kolkata Knight Riders,34
AS Raut,Mumbai Indians,20
AS Raut,Royal Challengers Bangalore,37
AS Roy,Lucknow Super Giants,0
AS Yadav,Chennai Super Kings,0
AS Yadav,Delhi Daredevils,12
AS Yadav,Kolkata Knight Riders,10
AS Yadav,Rajasthan Royals,16
AS Yadav,Royal Challengers Bangalore,11
AT Carey,Chennai Super Kings,4
AT Carey,Mumbai Indians,14
AT Carey,Rajasthan Royals,14
AT Rayudu,Chennai Super Kings,320
AT Rayudu,Deccan Chargers,108
AT Rayudu,Delhi Capitals,159
AT Rayudu,Delhi Daredevils,447
AT Rayudu,Gujarat Lions,20
AT Rayudu,Gujarat Titans,46
AT Rayudu,Kings XI Punjab,378
AT Rayudu,Kochi Tuskers Kerala,53
AT Rayudu,Kolkata Knight Riders,443
AT Rayudu,Lucknow Super Giants,27
AT Rayudu,Mumbai Indians,306
AT Rayudu,Pune Warriors,92
AT Rayudu,Punjab Kings,95
AT Rayudu,Rajasthan Royals,376
AT Rayudu,Rising Pune Supergiants,66
AT Rayudu,Royal Challengers Bangalore,714
AT Rayudu,Sunrisers Hyderabad,540
AUK Pathan,Chennai Super Kings,14
AUK Pathan,Deccan Chargers,4
AUK Pathan,Kings XI Punjab,9
AUK Pathan,Kochi Tuskers Kerala,12
AUK Pathan,Mumbai Indians,0
Abdul Samad,Chennai Super Kings,26
Abdul Samad,Delhi Capitals,73
Abdul Samad,Kings XI Punjab,15
Abdul Samad,Kolkata Knight Riders,69
Abdul Samad,Lucknow Super Giants,0
Abdul Samad,Mumbai Indians,29
Abdul Samad,Punjab Kings,1
Abdul Samad,Rajasthan Royals,14
Abdul Samad,Royal Challengers Bangalore,1
Abdur Razzak,Rajasthan Royals,0
Abhishek Sharma,Chennai Super Kings,165
Abhishek Sharma,Delhi Capitals,15
Abhishek Sharma,Gujarat Titans,107
Abhishek Sharma,Kings XI Punjab,17
Abhishek Sharma,Kolkata Knight Riders,54
Abhishek Sharma,Lucknow Super Giants,13
Abhishek Sharma,Mumbai Indians,71
Abhishek Sharma,Punjab Kings,74
Abhishek Sharma,Rajasthan Royals,30
Abhishek Sharma,Royal Challengers Bangalore,121
Akash Deep,Chennai Super Kings,0
Aman Hakim Khan,Sunrisers Hyderabad,5
Anirudh Singh,Kings XI Punjab,0
Anirudh Singh,Kolkata Knight Riders,14
Anirudh Singh,Rajasthan Royals,9
Anirudh Singh,Royal Challengers Bangalore,40
Ankit Sharma,Chennai Super Kings,45
Ankit Sharma,Delhi Daredevils,1
Ankit Sharma,Gujarat Lions,25
Ankit Sharma,Kolkata Knight Riders,1
Ankit Sharma,Mumbai Indians,5
Ankit Sharma,Royal Challengers Bangalore,10
Ankit Soni,Mumbai Indians,7
Ankit Soni,Rising Pune Supergiants,0
Ankit Soni,Sunrisers Hyderabad,0
Anmolpreet Singh,Chennai Super Kings,16
Anmolpreet Singh,Delhi Capitals,8
Anmolpreet Singh,Rajasthan Royals,5
Anuj Rawat,Chennai Super Kings,12
Anuj Rawat,Delhi Capitals,0
Anuj Rawat,Kolkata Knight Riders,0
Anuj Rawat,Lucknow Super Giants,4
Anuj Rawat,Mumbai Indians,66
Anuj Rawat,Punjab Kings,21
Anuj Rawat,Rajasthan Royals,26
Anuj Rawat,Sunrisers Hyderabad,0
Anureet Singh,Chennai Super Kings,10
Anureet Singh,Delhi Daredevils,8
Anureet Singh,Kolkata Knight Riders,3
Anureet Singh,Rajasthan Royals,0
Anureet Singh,Royal Challengers Bangalore,0
Anureet Singh,Sunrisers Hyderabad,15
Arshdeep Singh,Delhi Capitals,11
Arshdeep Singh,Gujarat Titans,10
Arshdeep Singh,Kolkata Knight Riders,1
Arshdeep Singh,Lucknow Super Giants,0
Arshdeep Singh,Sunrisers Hyderabad,1
Avesh Khan,Gujarat Titans,12
Avesh Khan,Kings XI Punjab,4
Avesh Khan,Kolkata Knight Riders,5
Avesh Khan,Punjab Kings,2
Avesh Khan,Rajasthan Royals,8
Azhar Mahmood,Chennai Super Kings,35
Azhar Mahmood,Deccan Chargers,45
Azhar Mahmood,Delhi Daredevils,54
Azhar Mahmood,Kolkata Knight Riders,2
Azhar Mahmood,Mumbai Indians,99
Azhar Mahmood,Pune Warriors,0
Azhar Mahmood,Rajasthan Royals,53
Azhar Mahmood,Royal Challengers Bangalore,96
Azhar Mahmood,Sunrisers Hyderabad,4
B Akhil,Chennai Super Kings,8
B Akhil,Deccan Chargers,27
B Akhil,Delhi Daredevils,24
B Akhil,Kolkata Knight Riders,0
B Akhil,Mumbai Indians,8
B Akhil,Rajasthan Royals,9
B Chipli,Chennai Super Kings,35
B Chipli,Deccan Chargers,10
B Chipli,Delhi Daredevils,33
B Chipli,Kings XI Punjab,14
B Chipli,Kochi Tuskers Kerala,4
B Chipli,Kolkata Knight Riders,60
B Chipli,Mumbai Indians,18
B Chipli,Pune Warriors,39
B Chipli,Rajasthan Royals,6
B Chipli,Royal Challengers Bangalore,61
B Indrajith,Delhi Capitals,6
B Indrajith,Lucknow Super Giants,0
B Indrajith,Rajasthan Royals,15
B Kumar,Chennai Super Kings,35
B Kumar,Deccan Chargers,8
B Kumar,Delhi Capitals,12
B Kumar,Delhi Daredevils,14
B Kumar,Kings XI Punjab,9
B Kumar,Kolkata Knight Riders,50
B Kumar,Lucknow Super Giants,1
B Kumar,Mumbai Indians,33
B Kumar,Punjab Kings,4
B Kumar,Rajasthan Royals,21
B Kumar,Rising Pune Supergiants,22
B Kumar,Royal Challengers Bangalore,29
B Kumar,Sunrisers Hyderabad,3
B Laughlin,Chennai Super Kings,0
B Laughlin,Mumbai Indians,4
B Laughlin,Sunrisers Hyderabad,1
B Lee,Chennai Super Kings,6
B Lee,Deccan Chargers,14
B Lee,Delhi Daredevils,27
B Lee,Kochi Tuskers Kerala,2
B Lee,Kolkata Knight Riders,7
B Lee,Mumbai Indians,29
B Lee,Rajasthan Royals,30
B Lee,Royal Challengers Bangalore,9
B Sai Sudharsan,Mumbai Indians,14
B Sai Sudharsan,Punjab Kings,100
B Sai Sudharsan,Royal Challengers Bangalore,20
B Sai Sudharsan,Sunrisers Hyderabad,11
B Stanlake,Mumbai Indians,5
B Sumanth,Chennai Super Kings,16
B Sumanth,Delhi Daredevils,7
B Sumanth,Kings XI Punjab,6
B Sumanth,Royal Challengers Bangalore,6
BA Bhatt,Deccan Chargers,0
BA Bhatt,Kolkata Knight Riders,6
BA Stokes,Chennai Super Kings,149
BA Stokes,Delhi Capitals,49
BA Stokes,Delhi Daredevils,52
BA Stokes,Gujarat Lions,128
BA Stokes,Kings XI Punjab,132
BA Stokes,Kolkata Knight Riders,75
BA Stokes,Mumbai Indians,185
BA Stokes,Punjab Kings,0
BA Stokes,Royal Challengers Bangalore,45
BA Stokes,Sunrisers Hyderabad,105
BAW Mendis,Mumbai Indians,0
BAW Mendis,Royal Challengers Bangalore,3
BB McCullum,Chennai Super Kings,235
BB McCullum,Deccan Chargers,36
BB McCullum,Delhi Daredevils,305
BB McCullum,Kings XI Punjab,277
BB McCullum,Kolkata Knight Riders,343
BB McCullum,Mumbai Indians,475
BB McCullum,Pune Warriors,83
BB McCullum,Rajasthan Royals,159
BB McCullum,Rising Pune Supergiants,186
BB McCullum,Royal Challengers Bangalore,569
BB McCullum,Sunrisers Hyderabad,214
BB Samantray,Kings XI Punjab,10
BB Samantray,Kolkata Knight Riders,5
BB Samantray,Pune Warriors,39
BB Samantray,Rajasthan Royals,69
BB Samantray,Royal Challengers Bangalore,2
BB Sran,Delhi Daredevils,1
BB Sran,Kolkata Knight Riders,6
BB Sran,Rising Pune Supergiants,1
BB Sran,Sunrisers Hyderabad,2
BCJ Cutting,Delhi Capitals,5
BCJ Cutting,Delhi Daredevils,45
BCJ Cutting,Gujarat Lions,8
BCJ Cutting,Kings XI Punjab,22
BCJ Cutting,Kolkata Knight Riders,39
BCJ Cutting,Mumbai Indians,20
BCJ Cutting,Rajasthan Royals,23
BCJ Cutting,Royal Challengers Bangalore,67
BCJ Cutting,Sunrisers Hyderabad,9
BE Hendricks,Chennai Super Kings,1
BE Hendricks,Mumbai Indians,0
BJ Haddin,Royal Challengers Bangalore,18
BJ Hodge,Chennai Super Kings,186
BJ Hodge,Deccan Chargers,140
BJ Hodge,Delhi Daredevils,89
BJ Hodge,Kings XI Punjab,188
BJ Hodge,Kolkata Knight Riders,139
BJ Hodge,Mumbai Indians,262
BJ Hodge,Pune Warriors,79
BJ Hodge,Rajasthan Royals,89
BJ Hodge,Royal Challengers Bangalore,165
BJ Hodge,Sunrisers Hyderabad,63
BJ Rohrer,Chennai Super Kings,4
BJ Rohrer,Kings XI Punjab,49
BJ Rohrer,Kolkata Knight Riders,10
BJ Rohrer,Pune Warriors,20
BJ Rohrer,Rajasthan Royals,64
BJ Rohrer,Royal Challengers Bangalore,46
BMAJ Mendis,Chennai Super Kings,12
BMAJ Mendis,Mumbai Indians,0
BMAJ Mendis,Sunrisers Hyderabad,11
BR Dunk,Kings XI Punjab,5
BR Dunk,Royal Challengers Bangalore,15
BR Dunk,Sunrisers Hyderabad,20
Basil Thampi,Delhi Capitals,1
Basil Thampi,Kings XI Punjab,11
Basil Thampi,Mumbai Indians,5
Basil Thampi,Rising Pune Supergiants,2
Basil Thampi,Royal Challengers Bangalore,0
Basil Thampi,Sunrisers Hyderabad,13
Bipul Sharma,Chennai Super Kings,7
Bipul Sharma,Deccan Chargers,8
Bipul Sharma,Gujarat Lions,27
Bipul Sharma,Kolkata Knight Riders,66
Bipul Sharma,Mumbai Indians,7
Bipul Sharma,Pune Warriors,35
Bipul Sharma,Rajasthan Royals,19
Bipul Sharma,Rising Pune Supergiants,13
Bipul Sharma,Royal Challengers Bangalore,5
C Madan,Delhi Daredevils,15
C Munro,Chennai Super Kings,53
C Munro,Kings XI Punjab,4
C Munro,Kolkata Knight Riders,33
C Munro,Mumbai Indians,7
C Munro,Rajasthan Royals,0
C Munro,Sunrisers Hyderabad,80
C Nanda,Rajasthan Royals,0
C Sakariya,Kolkata Knight Riders,1
C Sakariya,Mumbai Indians,6
C Sakariya,Punjab Kings,7
C Sakariya,Royal Challengers Bangalore,2
C de Grandhomme,Chennai Super Kings,23
C de Grandhomme,Delhi Daredevils,4
C de Grandhomme,Kings XI Punjab,11
C de Grandhomme,Kolkata Knight Riders,11
C de Grandhomme,Mumbai Indians,54
C de Grandhomme,Rajasthan Royals,2
C de Grandhomme,Rising Pune Supergiants,36
C de Grandhomme,Royal Challengers Bangalore,31
C de Grandhomme,Sunrisers Hyderabad,131
CA Ingram,Chennai Super Kings,10
CA Ingram,Kings XI Punjab,57
CA Ingram,Kolkata Knight Riders,24
CA Ingram,Mumbai Indians,48
CA Ingram,Pune Warriors,13
CA Ingram,Rajasthan Royals,15
CA Ingram,Royal Challengers Bangalore,33
CA Ingram,Sunrisers Hyderabad,5
CA Lynn,Chennai Super Kings,116
CA Lynn,Delhi Capitals,20
CA Lynn,Delhi Daredevils,36
CA Lynn,Gujarat Lions,93
CA Lynn,Kings XI Punjab,254
CA Lynn,Mumbai Indians,205
CA Lynn,Rajasthan Royals,119
CA Lynn,Royal Challengers Bangalore,270
CA Lynn,Sunrisers Hyderabad,216
CA Pujara,Chennai Super Kings,15
CA Pujara,Deccan Chargers,52
CA Pujara,Delhi Daredevils,35
CA Pujara,Kings XI Punjab,70
CA Pujara,Kolkata Knight Riders,19
CA Pujara,Mumbai Indians,19
CA Pujara,Rajasthan Royals,114
CA Pujara,Royal Challengers Bangalore,31
CA Pujara,Sunrisers Hyderabad,35
CH Gayle,Chennai Super Kings,395
CH Gayle,Deccan Chargers,67
CH Gayle,Delhi Capitals,122
CH Gayle,Delhi Daredevils,383
CH Gayle,Gujarat Lions,100
CH Gayle,Kings XI Punjab,797
CH Gayle,Kochi Tuskers Kerala,44
CH Gayle,Kolkata Knight Riders,700
CH Gayle,Mumbai Indians,715
CH Gayle,Pune Warriors,383
CH Gayle,Rajasthan Royals,552
CH Gayle,Royal Challengers Bangalore,313
CH Gayle,Sunrisers Hyderabad,426
CH Morris,Chennai Super Kings,18
CH Morris,Delhi Capitals,36
CH Morris,Delhi Daredevils,13
CH Morris,Gujarat Lions,82
CH Morris,Kings XI Punjab,93
CH Morris,Kolkata Knight Riders,44
CH Morris,Mumbai Indians,88
CH Morris,Pune Warriors,5
CH Morris,Punjab Kings,7
CH Morris,Rajasthan Royals,18
CH Morris,Rising Pune Supergiants,76
CH Morris,Royal Challengers Bangalore,65
CH Morris,Sunrisers Hyderabad,73
CJ Anderson,Chennai Super Kings,83
CJ Anderson,Delhi Daredevils,28
CJ Anderson,Gujarat Lions,24
CJ Anderson,Kings XI Punjab,97
CJ Anderson,Kolkata Knight Riders,77
CJ Anderson,Mumbai Indians,10
CJ Anderson,Rajasthan Royals,145
CJ Anderson,Rising Pune Supergiants,5
CJ Anderson,Royal Challengers Bangalore,27
CJ Anderson,Sunrisers Hyderabad,42
CJ Ferguson,Deccan Chargers,26
CJ Ferguson,Kings XI Punjab,9
CJ Ferguson,Kolkata Knight Riders,28
CJ Ferguson,Mumbai Indians,12
CJ Ferguson,Rajasthan Royals,23
CJ Jordan,Chennai Super Kings,4
CJ Jordan,Delhi Capitals,7
CJ Jordan,Kolkata Knight Riders,30
CJ Jordan,Mumbai Indians,13
CJ Jordan,Punjab Kings,5
CJ Jordan,Sunrisers Hyderabad,16
CJ McKay,Delhi Daredevils,8
CK Kapugedera,Delhi Daredevils,8
CK Kapugedera,Mumbai Indians,0
CK Kapugedera,Rajasthan Royals,8
CK Langeveldt,Delhi Daredevils,0
CK Langeveldt,Kings XI Punjab,8
CL White,Chennai Super Kings,136
CL White,Deccan Chargers,48
CL White,Delhi Daredevils,105
CL White,Kings XI Punjab,132
CL White,Kochi Tuskers Kerala,31
CL White,Kolkata Knight Riders,95
CL White,Mumbai Indians,100
CL White,Pune Warriors,162
CL White,Rajasthan Royals,42
CL White,Royal Challengers Bangalore,120
CM Gautam,Chennai Super Kings,20
CM Gautam,Delhi Daredevils,22
CM Gautam,Kings XI Punjab,45
CM Gautam,Kolkata Knight Riders,15
CM Gautam,Pune Warriors,30
CM Gautam,Rajasthan Royals,2
CM Gautam,Royal Challengers Bangalore,30
CM Gautam,Sunrisers Hyderabad,5
CR Brathwaite,Chennai Super Kings,64
CR Brathwaite,Delhi Capitals,6
CR Brathwaite,Gujarat Lions,11
CR Brathwaite,Kings XI Punjab,12
CR Brathwaite,Kolkata Knight Riders,51
CR Brathwaite,Rajasthan Royals,5
CR Brathwaite,Rising Pune Supergiants,20
CR Brathwaite,Royal Challengers Bangalore,2
CR Brathwaite,Sunrisers Hyderabad,10
CR Woakes,Delhi Daredevils,3
CR Woakes,Kings XI Punjab,9
CR Woakes,Kolkata Knight Riders,5
CR Woakes,Mumbai Indians,20
CR Woakes,Rajasthan Royals,15
